#Customer_id, First_name,Last_name,Relationship_no.,Card_type,Max_credit_limit,Total_Spent,Cash_withdrawn,Cleared_amount,Last_date
CT65528,Bonnie,Barlow,R_7046,MasterCard,1000,230,18,230,31-10-2019
CT65528,Bonnie,Barlow,R_7046,MasterCard,1000,250,7,250,30-11-2019
CT65528,Bonnie,Barlow,R_7046,MasterCard,1000,323,84,323,31-12-2019
CT84463,Isaac,Bowman,R_1766,Issuers,600,94,0,15,31-01-2019
CT84463,Isaac,Bowman,R_1766,Issuers,600,34,94,34,28-02-2019
CT84463,Isaac,Bowman,R_1766,Issuers,600,145,53,66,31-03-2019
CT84463,Isaac,Bowman,R_1766,Issuers,600,324,61,320,30-04-2019
CT84463,Isaac,Bowman,R_1766,Issuers,600,396,74,159,31-05-2019
CT84463,Isaac,Bowman,R_1766,Issuers,600,14,40,14,30-06-2019
CT84463,Isaac,Bowman,R_1766,Issuers,600,273,94,166,31-07-2019
CT84463,Isaac,Bowman,R_1766,Issuers,600,297,49,297,31-08-2019
CT84463,Isaac,Bowman,R_1766,Issuers,600,266,24,266,30-09-2019
CT84463,Isaac,Bowman,R_1766,Issuers,600,83,86,83,31-10-2019
CT84463,Isaac,Bowman,R_1766,Issuers,600,313,16,313,30-11-2019
CT84463,Isaac,Bowman,R_1766,Issuers,600,483,42,483,31-12-2019
CT12838,Isidore,Albert,R_5455,Discover,700,409,62,152,31-01-2019
CT12838,Isidore,Albert,R_5455,Discover,700,428,29,346,28-02-2019
CT12838,Isidore,Albert,R_5455,Discover,700,470,87,470,31-03-2019
CT12838,Isidore,Albert,R_5455,Discover,700,159,78,159,30-04-2019
CT12838,Isidore,Albert,R_5455,Discover,700,231,97,231,31-05-2019
CT12838,Isidore,Albert,R_5455,Discover,700,377,8,173,30-06-2019
CT12838,Isidore,Albert,R_5455,Discover,700,41,26,41,31-07-2019
CT12838,Isidore,Albert,R_5455,Discover,700,354,37,139,31-08-2019
CT12838,Isidore,Albert,R_5455,Discover,700,131,99,131,30-09-2019
CT12838,Isidore,Albert,R_5455,Discover,700,258,38,258,31-10-2019
CT12838,Isidore,Albert,R_5455,Discover,700,359,13,40,30-11-2019
CT12838,Isidore,Albert,R_5455,Discover,700,334,49,82,31-12-2019
CT96185,Danielle,Bradshaw,R_9820,Capital One,1000,317,51,317,31-01-2019
CT96185,Danielle,Bradshaw,R_9820,Capital One,1000,275,98,274,28-02-2019
CT96185,Danielle,Bradshaw,R_9820,Capital One,1000,49,96,49,31-03-2019
CT96185,Danielle,Bradshaw,R_9820,Capital One,1000,214,59,214,30-04-2019
CT96185,Danielle,Bradshaw,R_9820,Capital One,1000,143,60,143,31-05-2019
CT96185,Danielle,Bradshaw,R_9820,Capital One,1000,483,28,483,30-06-2019
CT96185,Danielle,Bradshaw,R_9820,Capital One,1000,55,25,40,31-07-2019
CT96185,Danielle,Bradshaw,R_9820,Capital One,1000,361,7,117,31-08-2019
CT96185,Danielle,Bradshaw,R_9820,Capital One,1000,73,25,73,30-09-2019
CT96185,Danielle,Bradshaw,R_9820,Capital One,1000,208,28,30,31-10-2019
CT96185,Danielle,Bradshaw,R_9820,Capital One,1000,430,6,95,30-11-2019
CT96185,Danielle,Bradshaw,R_9820,Capital One,1000,371,49,371,31-12-2019
CT74827,Hanna,Boyer,R_9956,American Express,800,237,49,237,31-01-2019
CT74827,Hanna,Boyer,R_9956,American Express,800,426,37,426,28-02-2019
CT74827,Hanna,Boyer,R_9956,American Express,800,4,68,4,31-03-2019
CT74827,Hanna,Boyer,R_9956,American Express,800,499,49,52,30-04-2019
CT74827,Hanna,Boyer,R_9956,American Express,800,221,45,221,31-05-2019
CT74827,Hanna,Boyer,R_9956,American Express,800,89,75,89,30-06-2019
CT74827,Hanna,Boyer,R_9956,American Express,800,361,74,361,31-07-2019
CT74827,Hanna,Boyer,R_9956,American Express,800,41,75,41,31-08-2019
CT74827,Hanna,Boyer,R_9956,American Express,800,429,54,429,30-09-2019
CT74827,Hanna,Boyer,R_9956,American Express,800,485,93,133,31-10-2019
CT74827,Hanna,Boyer,R_9956,American Express,800,435,32,435,30-11-2019
CT74827,Hanna,Boyer,R_9956,American Express,800,90,0,16,31-12-2019
CT98239,Sayuri,Case,R_3502,AccountNow Prepaid Cards,800,193,58,193,31-01-2019
CT98239,Sayuri,Case,R_3502,AccountNow Prepaid Cards,800,23,19,23,28-02-2019
CT98239,Sayuri,Case,R_3502,AccountNow Prepaid Cards,800,173,32,173,31-03-2019
CT98239,Sayuri,Case,R_3502,AccountNow Prepaid Cards,800,83,59,83,30-04-2019
CT98239,Sayuri,Case,R_3502,AccountNow Prepaid Cards,800,279,84,279,31-05-2019
CT98239,Sayuri,Case,R_3502,AccountNow Prepaid Cards,800,379,30,365,30-06-2019
CT98239,Sayuri,Case,R_3502,AccountNow Prepaid Cards,800,330,32,211,31-07-2019
CT98239,Sayuri,Case,R_3502,AccountNow Prepaid Cards,800,257,10,2,31-08-2019
CT98239,Sayuri,Case,R_3502,AccountNow Prepaid Cards,800,418,10,125,30-09-2019
CT98239,Sayuri,Case,R_3502,AccountNow Prepaid Cards,800,282,83,282,31-10-2019
CT98239,Sayuri,Case,R_3502,AccountNow Prepaid Cards,800,212,63,34,30-11-2019
CT98239,Sayuri,Case,R_3502,AccountNow Prepaid Cards,800,332,54,332,31-12-2019
CT57141,Kaori,Brown,R_3154,Network,800,24,80,6,31-01-2019
CT57141,Kaori,Brown,R_3154,Network,800,81,53,81,28-02-2019
CT57141,Kaori,Brown,R_3154,Network,800,275,51,275,31-03-2019
CT57141,Kaori,Brown,R_3154,Network,800,427,48,427,30-04-2019
CT57141,Kaori,Brown,R_3154,Network,800,29,57,23,31-05-2019
CT57141,Kaori,Brown,R_3154,Network,800,171,73,171,30-06-2019
CT57141,Kaori,Brown,R_3154,Network,800,165,45,165,31-07-2019
CT57141,Kaori,Brown,R_3154,Network,800,211,65,211,31-08-2019
CT57141,Kaori,Brown,R_3154,Network,800,129,90,129,30-09-2019
CT57141,Kaori,Brown,R_3154,Network,800,290,18,190,31-10-2019
CT57141,Kaori,Brown,R_3154,Network,800,390,58,390,30-11-2019
CT57141,Kaori,Brown,R_3154,Network,800,368,72,279,31-12-2019
CT85915,Dean,Becker,R_9487,Visa,800,271,14,271,31-01-2019
CT85915,Dean,Becker,R_9487,Visa,800,143,42,133,28-02-2019
CT85915,Dean,Becker,R_9487,Visa,800,401,47,193,31-03-2019
CT85915,Dean,Becker,R_9487,Visa,800,420,88,358,30-04-2019
CT85915,Dean,Becker,R_9487,Visa,800,117,16,63,31-05-2019
CT85915,Dean,Becker,R_9487,Visa,800,268,57,268,30-06-2019
CT85915,Dean,Becker,R_9487,Visa,800,77,55,59,31-07-2019
CT85915,Dean,Becker,R_9487,Visa,800,95,14,29,31-08-2019
CT85915,Dean,Becker,R_9487,Visa,800,76,86,37,30-09-2019
CT85915,Dean,Becker,R_9487,Visa,800,168,75,168,31-10-2019
CT85915,Dean,Becker,R_9487,Visa,800,326,75,326,30-11-2019
CT85915,Dean,Becker,R_9487,Visa,800,148,32,46,31-12-2019
CT86894,Miwa,Carter,R_7065,AccountNow Prepaid Cards,700,32,10,10,31-01-2019
CT86894,Miwa,Carter,R_7065,AccountNow Prepaid Cards,700,277,92,93,28-02-2019
CT86894,Miwa,Carter,R_7065,AccountNow Prepaid Cards,700,473,28,473,31-03-2019
CT86894,Miwa,Carter,R_7065,AccountNow Prepaid Cards,700,172,35,31,30-04-2019
CT86894,Miwa,Carter,R_7065,AccountNow Prepaid Cards,700,457,50,457,31-05-2019
CT86894,Miwa,Carter,R_7065,AccountNow Prepaid Cards,700,321,52,35,30-06-2019
CT86894,Miwa,Carter,R_7065,AccountNow Prepaid Cards,700,132,77,132,31-07-2019
CT86894,Miwa,Carter,R_7065,AccountNow Prepaid Cards,700,259,100,222,31-08-2019
CT86894,Miwa,Carter,R_7065,AccountNow Prepaid Cards,700,132,33,14,30-09-2019
CT86894,Miwa,Carter,R_7065,AccountNow Prepaid Cards,700,209,2,209,31-10-2019
CT86894,Miwa,Carter,R_7065,AccountNow Prepaid Cards,700,269,28,226,30-11-2019
CT86894,Miwa,Carter,R_7065,AccountNow Prepaid Cards,700,155,15,155,31-12-2019
CT33583,Odette,Case,R_1129,Network,600,264,31,228,31-01-2019
CT33583,Odette,Case,R_1129,Network,600,214,78,214,28-02-2019
CT33583,Odette,Case,R_1129,Network,600,48,74,22,31-03-2019
CT33583,Odette,Case,R_1129,Network,600,208,39,208,30-04-2019
CT33583,Odette,Case,R_1129,Network,600,224,6,106,31-05-2019
CT33583,Odette,Case,R_1129,Network,600,234,100,234,30-06-2019
CT33583,Odette,Case,R_1129,Network,600,342,85,73,31-07-2019
CT33583,Odette,Case,R_1129,Network,600,184,36,184,31-08-2019
CT33583,Odette,Case,R_1129,Network,600,325,48,325,30-09-2019
CT33583,Odette,Case,R_1129,Network,600,297,35,297,31-10-2019
CT33583,Odette,Case,R_1129,Network,600,315,90,7,30-11-2019
CT33583,Odette,Case,R_1129,Network,600,11,77,11,31-12-2019
CT64751,Youko,Bryant,R_3634,Capital One,700,293,41,223,31-01-2019
CT64751,Youko,Bryant,R_3634,Capital One,700,143,85,17,28-02-2019
CT64751,Youko,Bryant,R_3634,Capital One,700,328,31,328,31-03-2019
CT64751,Youko,Bryant,R_3634,Capital One,700,317,12,268,30-04-2019
CT64751,Youko,Bryant,R_3634,Capital One,700,68,65,68,31-05-2019
CT64751,Youko,Bryant,R_3634,Capital One,700,237,91,12,30-06-2019
CT64751,Youko,Bryant,R_3634,Capital One,700,471,3,404,31-07-2019
CT64751,Youko,Bryant,R_3634,Capital One,700,282,93,140,31-08-2019
CT64751,Youko,Bryant,R_3634,Capital One,700,109,54,93,30-09-2019
CT64751,Youko,Bryant,R_3634,Capital One,700,254,79,254,31-10-2019
CT64751,Youko,Bryant,R_3634,Capital One,700,437,77,437,30-11-2019
CT64751,Youko,Bryant,R_3634,Capital One,700,162,27,162,31-12-2019
CT14528,Omar,Acevedo,R_4769,AccountNow Prepaid Cards,900,195,33,134,31-01-2019
CT14528,Omar,Acevedo,R_4769,AccountNow Prepaid Cards,900,339,62,227,28-02-2019
CT14528,Omar,Acevedo,R_4769,AccountNow Prepaid Cards,900,326,58,326,31-03-2019
CT14528,Omar,Acevedo,R_4769,AccountNow Prepaid Cards,900,96,66,64,30-04-2019
CT14528,Omar,Acevedo,R_4769,AccountNow Prepaid Cards,900,276,94,229,31-05-2019
CT14528,Omar,Acevedo,R_4769,AccountNow Prepaid Cards,900,497,94,236,30-06-2019
CT14528,Omar,Acevedo,R_4769,AccountNow Prepaid Cards,900,141,30,69,31-07-2019
CT14528,Omar,Acevedo,R_4769,AccountNow Prepaid Cards,900,369,90,161,31-08-2019
CT14528,Omar,Acevedo,R_4769,AccountNow Prepaid Cards,900,190,62,190,30-09-2019
CT14528,Omar,Acevedo,R_4769,AccountNow Prepaid Cards,900,386,33,386,31-10-2019
CT14528,Omar,Acevedo,R_4769,AccountNow Prepaid Cards,900,38,41,38,30-11-2019
CT14528,Omar,Acevedo,R_4769,AccountNow Prepaid Cards,900,304,79,242,31-12-2019
CT98422,Nicole,Caldwell,R_5390,Discover,500,296,18,296,31-01-2019
CT98422,Nicole,Caldwell,R_5390,Discover,500,260,94,260,28-02-2019
CT98422,Nicole,Caldwell,R_5390,Discover,500,95,51,95,31-03-2019
CT98422,Nicole,Caldwell,R_5390,Discover,500,39,91,39,30-04-2019
CT98422,Nicole,Caldwell,R_5390,Discover,500,217,99,145,31-05-2019
CT98422,Nicole,Caldwell,R_5390,Discover,500,207,5,207,30-06-2019
CT98422,Nicole,Caldwell,R_5390,Discover,500,59,73,59,31-07-2019
CT98422,Nicole,Caldwell,R_5390,Discover,500,326,89,165,31-08-2019
CT98422,Nicole,Caldwell,R_5390,Discover,500,279,80,273,30-09-2019
CT98422,Nicole,Caldwell,R_5390,Discover,500,351,31,351,31-10-2019
CT98422,Nicole,Caldwell,R_5390,Discover,500,241,78,241,30-11-2019
CT98422,Nicole,Caldwell,R_5390,Discover,500,470,75,470,31-12-2019
CT66224,Ivan,Blanchard,R_2359,MasterCard,800,370,86,132,31-01-2019
CT66224,Ivan,Blanchard,R_2359,MasterCard,800,325,88,104,28-02-2019
CT66224,Ivan,Blanchard,R_2359,MasterCard,800,191,67,171,31-03-2019
CT66224,Ivan,Blanchard,R_2359,MasterCard,800,185,56,185,30-04-2019
CT66224,Ivan,Blanchard,R_2359,MasterCard,800,459,39,459,31-05-2019
CT66224,Ivan,Blanchard,R_2359,MasterCard,800,421,75,297,30-06-2019
CT66224,Ivan,Blanchard,R_2359,MasterCard,800,170,5,170,31-07-2019
CT66224,Ivan,Blanchard,R_2359,MasterCard,800,457,99,453,31-08-2019
CT66224,Ivan,Blanchard,R_2359,MasterCard,800,260,71,189,30-09-2019
CT66224,Ivan,Blanchard,R_2359,MasterCard,800,358,33,358,31-10-2019
CT66224,Ivan,Blanchard,R_2359,MasterCard,800,167,56,167,30-11-2019
CT66224,Ivan,Blanchard,R_2359,MasterCard,800,445,30,445,31-12-2019
CT91012,Jerry,Barron,R_5864,Issuers,600,182,53,135,31-01-2019
CT91012,Jerry,Barron,R_5864,Issuers,600,222,29,222,28-02-2019
CT91012,Jerry,Barron,R_5864,Issuers,600,476,57,242,31-03-2019
CT91012,Jerry,Barron,R_5864,Issuers,600,178,76,178,30-04-2019
CT91012,Jerry,Barron,R_5864,Issuers,600,479,10,131,31-05-2019
CT91012,Jerry,Barron,R_5864,Issuers,600,19,30,19,30-06-2019
CT91012,Jerry,Barron,R_5864,Issuers,600,67,69,54,31-07-2019
CT91012,Jerry,Barron,R_5864,Issuers,600,231,63,231,31-08-2019
CT91012,Jerry,Barron,R_5864,Issuers,600,222,28,222,30-09-2019
CT91012,Jerry,Barron,R_5864,Issuers,600,223,68,223,31-10-2019
CT91012,Jerry,Barron,R_5864,Issuers,600,238,80,135,30-11-2019
CT91012,Jerry,Barron,R_5864,Issuers,600,67,11,20,31-12-2019
CT64089,Fay,Beard,R_2615,American Express,600,453,33,453,31-01-2019
CT64089,Fay,Beard,R_2615,American Express,600,74,71,74,28-02-2019
CT64089,Fay,Beard,R_2615,American Express,600,418,84,418,31-03-2019
CT64089,Fay,Beard,R_2615,American Express,600,28,19,17,30-04-2019
CT64089,Fay,Beard,R_2615,American Express,600,69,48,48,31-05-2019
CT64089,Fay,Beard,R_2615,American Express,600,142,33,45,30-06-2019
CT64089,Fay,Beard,R_2615,American Express,600,462,13,462,31-07-2019
CT64089,Fay,Beard,R_2615,American Express,600,50,35,50,31-08-2019
CT64089,Fay,Beard,R_2615,American Express,600,189,78,189,30-09-2019
CT64089,Fay,Beard,R_2615,American Express,600,216,65,129,31-10-2019
CT64089,Fay,Beard,R_2615,American Express,600,402,72,402,30-11-2019
CT64089,Fay,Beard,R_2615,American Express,600,307,26,307,31-12-2019
CT56854,Michael,Cannon,R_6887,American Express,900,187,37,85,31-01-2019
CT56854,Michael,Cannon,R_6887,American Express,900,257,41,159,28-02-2019
CT56854,Michael,Cannon,R_6887,American Express,900,275,22,100,31-03-2019
CT56854,Michael,Cannon,R_6887,American Express,900,33,18,33,30-04-2019
CT56854,Michael,Cannon,R_6887,American Express,900,58,74,58,31-05-2019
CT56854,Michael,Cannon,R_6887,American Express,900,161,51,161,30-06-2019
CT56854,Michael,Cannon,R_6887,American Express,900,110,66,110,31-07-2019
CT56854,Michael,Cannon,R_6887,American Express,900,281,97,281,31-08-2019
CT56854,Michael,Cannon,R_6887,American Express,900,202,86,202,30-09-2019
CT56854,Michael,Cannon,R_6887,American Express,900,178,77,80,31-10-2019
CT56854,Michael,Cannon,R_6887,American Express,900,347,94,347,30-11-2019
CT56854,Michael,Cannon,R_6887,American Express,900,263,5,263,31-12-2019
CT46595,Marco,Byers,R_1775,Discover,700,102,80,102,31-01-2019
CT46595,Marco,Byers,R_1775,Discover,700,65,9,65,28-02-2019
CT46595,Marco,Byers,R_1775,Discover,700,350,17,46,31-03-2019
CT46595,Marco,Byers,R_1775,Discover,700,272,27,272,30-04-2019
CT46595,Marco,Byers,R_1775,Discover,700,11,97,11,31-05-2019
CT46595,Marco,Byers,R_1775,Discover,700,246,95,246,30-06-2019
CT46595,Marco,Byers,R_1775,Discover,700,166,66,14,31-07-2019
CT46595,Marco,Byers,R_1775,Discover,700,93,51,93,31-08-2019
CT46595,Marco,Byers,R_1775,Discover,700,155,42,4,30-09-2019
CT46595,Marco,Byers,R_1775,Discover,700,208,72,89,31-10-2019
CT46595,Marco,Byers,R_1775,Discover,700,25,59,14,30-11-2019
CT46595,Marco,Byers,R_1775,Discover,700,444,98,438,31-12-2019
CT47648,Kyle,Butler,R_2839,Discover,500,259,12,9,31-01-2019
CT47648,Kyle,Butler,R_2839,Discover,500,432,5,432,28-02-2019
CT47648,Kyle,Butler,R_2839,Discover,500,91,20,1,31-03-2019
CT47648,Kyle,Butler,R_2839,Discover,500,490,72,490,30-04-2019
CT47648,Kyle,Butler,R_2839,Discover,500,244,3,244,31-05-2019
CT47648,Kyle,Butler,R_2839,Discover,500,459,12,252,30-06-2019
CT47648,Kyle,Butler,R_2839,Discover,500,462,27,327,31-07-2019
CT47648,Kyle,Butler,R_2839,Discover,500,241,3,82,31-08-2019
CT47648,Kyle,Butler,R_2839,Discover,500,361,75,361,30-09-2019
CT47648,Kyle,Butler,R_2839,Discover,500,32,87,32,31-10-2019
CT47648,Kyle,Butler,R_2839,Discover,500,74,19,74,30-11-2019
CT47648,Kyle,Butler,R_2839,Discover,500,495,55,360,31-12-2019
CT79129,Kaori,Campos,R_3609,Issuers,800,422,79,185,31-01-2019
CT79129,Kaori,Campos,R_3609,Issuers,800,421,23,27,28-02-2019
CT79129,Kaori,Campos,R_3609,Issuers,800,375,0,129,31-03-2019
CT79129,Kaori,Campos,R_3609,Issuers,800,269,55,269,30-04-2019
CT79129,Kaori,Campos,R_3609,Issuers,800,342,89,342,31-05-2019
CT79129,Kaori,Campos,R_3609,Issuers,800,473,57,341,30-06-2019
CT79129,Kaori,Campos,R_3609,Issuers,800,119,72,119,31-07-2019
CT79129,Kaori,Campos,R_3609,Issuers,800,84,32,84,31-08-2019
CT79129,Kaori,Campos,R_3609,Issuers,800,462,91,462,30-09-2019
CT79129,Kaori,Campos,R_3609,Issuers,800,294,76,275,31-10-2019
CT79129,Kaori,Campos,R_3609,Issuers,800,365,50,365,30-11-2019
CT79129,Kaori,Campos,R_3609,Issuers,800,190,9,19,31-12-2019
CT13659,Omar,Alston,R_8695,Capital One,1000,272,22,272,31-01-2019
CT13659,Omar,Alston,R_8695,Capital One,1000,441,32,150,28-02-2019
CT13659,Omar,Alston,R_8695,Capital One,1000,461,76,461,31-03-2019
CT13659,Omar,Alston,R_8695,Capital One,1000,466,1,466,30-04-2019
CT13659,Omar,Alston,R_8695,Capital One,1000,134,80,130,31-05-2019
CT13659,Omar,Alston,R_8695,Capital One,1000,472,68,472,30-06-2019
CT13659,Omar,Alston,R_8695,Capital One,1000,76,79,76,31-07-2019
CT13659,Omar,Alston,R_8695,Capital One,1000,103,36,103,31-08-2019
CT13659,Omar,Alston,R_8695,Capital One,1000,331,79,331,30-09-2019
CT13659,Omar,Alston,R_8695,Capital One,1000,75,50,25,31-10-2019
CT13659,Omar,Alston,R_8695,Capital One,1000,275,98,275,30-11-2019
CT13659,Omar,Alston,R_8695,Capital One,1000,368,33,368,31-12-2019
CT46586,Walter,Camacho,R_8885,AccountNow Prepaid Cards,900,230,49,109,31-01-2019
CT46586,Walter,Camacho,R_8885,AccountNow Prepaid Cards,900,199,39,25,28-02-2019
CT46586,Walter,Camacho,R_8885,AccountNow Prepaid Cards,900,417,100,65,31-03-2019
CT46586,Walter,Camacho,R_8885,AccountNow Prepaid Cards,900,264,3,190,30-04-2019
CT46586,Walter,Camacho,R_8885,AccountNow Prepaid Cards,900,130,61,130,31-05-2019
CT46586,Walter,Camacho,R_8885,AccountNow Prepaid Cards,900,205,52,205,30-06-2019
CT46586,Walter,Camacho,R_8885,AccountNow Prepaid Cards,900,374,78,374,31-07-2019
CT46586,Walter,Camacho,R_8885,AccountNow Prepaid Cards,900,454,36,454,31-08-2019
CT46586,Walter,Camacho,R_8885,AccountNow Prepaid Cards,900,483,52,483,30-09-2019
CT46586,Walter,Camacho,R_8885,AccountNow Prepaid Cards,900,395,10,395,31-10-2019
CT46586,Walter,Camacho,R_8885,AccountNow Prepaid Cards,900,370,52,169,30-11-2019
CT46586,Walter,Camacho,R_8885,AccountNow Prepaid Cards,900,119,8,35,31-12-2019
CT77821,Miwa,Bird,R_2870,MasterCard,600,15,75,15,31-01-2019
CT77821,Miwa,Bird,R_2870,MasterCard,600,72,59,68,28-02-2019
CT77821,Miwa,Bird,R_2870,MasterCard,600,59,39,59,31-03-2019
CT77821,Miwa,Bird,R_2870,MasterCard,600,479,81,479,30-04-2019
CT77821,Miwa,Bird,R_2870,MasterCard,600,435,83,435,31-05-2019
CT77821,Miwa,Bird,R_2870,MasterCard,600,377,90,377,30-06-2019
CT77821,Miwa,Bird,R_2870,MasterCard,600,103,28,42,31-07-2019
CT77821,Miwa,Bird,R_2870,MasterCard,600,206,24,206,31-08-2019
CT77821,Miwa,Bird,R_2870,MasterCard,600,175,35,103,30-09-2019
CT77821,Miwa,Bird,R_2870,MasterCard,600,308,70,308,31-10-2019
CT77821,Miwa,Bird,R_2870,MasterCard,600,266,38,72,30-11-2019
CT77821,Miwa,Bird,R_2870,MasterCard,600,429,18,429,31-12-2019
CT67931,Gustav,Blake,R_4273,MasterCard,700,369,4,78,31-01-2019
CT67931,Gustav,Blake,R_4273,MasterCard,700,433,68,433,28-02-2019
CT67931,Gustav,Blake,R_4273,MasterCard,700,490,83,490,31-03-2019
CT67931,Gustav,Blake,R_4273,MasterCard,700,196,28,113,30-04-2019
CT67931,Gustav,Blake,R_4273,MasterCard,700,368,38,329,31-05-2019
CT67931,Gustav,Blake,R_4273,MasterCard,700,272,65,272,30-06-2019
CT67931,Gustav,Blake,R_4273,MasterCard,700,126,16,95,31-07-2019
CT67931,Gustav,Blake,R_4273,MasterCard,700,235,26,235,31-08-2019
CT67931,Gustav,Blake,R_4273,MasterCard,700,176,39,176,30-09-2019
CT67931,Gustav,Blake,R_4273,MasterCard,700,264,22,264,31-10-2019
CT67931,Gustav,Blake,R_4273,MasterCard,700,139,69,139,30-11-2019
CT67931,Gustav,Blake,R_4273,MasterCard,700,231,29,212,31-12-2019
CT30215,Wilma,Burt,R_4663,Network,1000,361,93,214,31-01-2019
CT30215,Wilma,Burt,R_4663,Network,1000,168,27,168,28-02-2019
CT30215,Wilma,Burt,R_4663,Network,1000,319,24,2,31-03-2019
CT30215,Wilma,Burt,R_4663,Network,1000,348,39,348,30-04-2019
CT30215,Wilma,Burt,R_4663,Network,1000,375,30,319,31-05-2019
CT30215,Wilma,Burt,R_4663,Network,1000,11,17,11,30-06-2019
CT30215,Wilma,Burt,R_4663,Network,1000,473,67,180,31-07-2019
CT30215,Wilma,Burt,R_4663,Network,1000,182,10,182,31-08-2019
CT30215,Wilma,Burt,R_4663,Network,1000,477,99,395,30-09-2019
CT30215,Wilma,Burt,R_4663,Network,1000,161,91,161,31-10-2019
CT30215,Wilma,Burt,R_4663,Network,1000,110,26,110,30-11-2019
CT30215,Wilma,Burt,R_4663,Network,1000,7,14,7,31-12-2019
CT84042,Karen,Bradley,R_2585,MasterCard,1000,472,32,13,31-01-2019
CT84042,Karen,Bradley,R_2585,MasterCard,1000,238,75,238,28-02-2019
CT84042,Karen,Bradley,R_2585,MasterCard,1000,358,94,358,31-03-2019
CT84042,Karen,Bradley,R_2585,MasterCard,1000,356,96,93,30-04-2019
